file,batch,pair_id,variant,model,label,chars
D06985.docx,batch01,abstract-ART000904886,human,human,human,500
D06986.docx,batch01,abstract-ART001621068,human,human,human,491
D06987.docx,batch01,abstract-ART000898629,human,human,human,414
D06988.docx,batch01,abstract-ART001821345,human,human,human,677
D06989.docx,batch01,abstract-ART001673588,human,human,human,826
D06990.docx,batch01,abstract-ART000884767,human,human,human,469
D06991.docx,batch01,abstract-ART001900990,human,human,human,906
D06992.docx,batch01,abstract-ART000876005,human,human,human,599
D06993.docx,batch01,abstract-ART000869644,human,human,human,806
D06994.docx,batch01,abstract-ART000894229,human,human,human,447
D06995.docx,batch01,abstract-ART000884463,human,human,human,874
D06996.docx,batch01,abstract-ART000868475,human,human,human,710
D06997.docx,batch01,abstract-ART000903490,human,human,human,334
D06998.docx,batch01,abstract-ART000901253,human,human,human,618
D06999.docx,batch01,abstract-ART000873613,human,human,human,565
D07000.docx,batch01,abstract-ART001872492,human,human,human,655
D07001.docx,batch01,abstract-ART000861404,human,human,human,589
D07002.docx,batch01,abstract-ART000863073,human,human,human,424
D07003.docx,batch01,abstract-ART000892652,human,human,human,361
D07004.docx,batch01,abstract-ART000856311,human,human,human,755
D07005.docx,batch01,abstract-ART000850960,human,human,human,555
D07006.docx,batch01,abstract-ART000896454,human,human,human,356
D07007.docx,batch01,abstract-ART000893253,human,human,human,789
D07008.docx,batch01,abstract-ART000869156,human,human,human,410
D07009.docx,batch01,abstract-ART000889288,human,human,human,932
D07010.docx,batch01,abstract-ART000864893,human,human,human,350
D07011.docx,batch01,abstract-ART001716268,human,human,human,632
D07012.docx,batch01,abstract-ART000900697,human,human,human,526
D07013.docx,batch01,abstract-ART000905232,human,human,human,345
D07014.docx,batch01,abstract-ART000884536,human,human,human,970
D07015.docx,batch01,abstract-ART000893204,human,human,human,493
D07016.docx,batch01,abstract-ART000899507,human,human,human,622
D07017.docx,batch01,abstract-ART000893191,human,human,human,634
D07018.docx,batch01,abstract-ART000903391,human,human,human,482
D07019.docx,batch01,abstract-ART000883338,human,human,human,590
D07020.docx,batch01,abstract-ART000861089,human,human,human,559
D07021.docx,batch01,abstract-ART000878997,human,human,human,630
D07022.docx,batch01,abstract-ART000864393,human,human,human,780
D07023.docx,batch01,abstract-ART000864885,human,human,human,356
D07024.docx,batch01,abstract-ART000863197,human,human,human,445
D07025.docx,batch01,abstract-ART000895530,human,human,human,802
D07026.docx,batch01,abstract-ART000904708,human,human,human,748
D07027.docx,batch01,abstract-ART000852256,human,human,human,491
D07028.docx,batch01,abstract-ART000895833,human,human,human,690
D07029.docx,batch01,abstract-ART000861209,human,human,human,884
D07030.docx,batch01,abstract-ART000899890,human,human,human,461
D07031.docx,batch01,abstract-ART000861118,human,human,human,349
D07032.docx,batch01,abstract-ART000861414,human,human,human,397
D07033.docx,batch01,abstract-ART000907448,human,human,human,306
D07034.docx,batch01,abstract-ART000881028,human,human,human,525
D07035.docx,batch01,abstract-ART002121411,human,human,human,583
D07036.docx,batch01,abstract-ART000854167,human,human,human,473
D07037.docx,batch01,abstract-ART000865206,human,human,human,661
D07038.docx,batch01,abstract-ART000873019,human,human,human,359
D07039.docx,batch01,abstract-ART000851249,human,human,human,606
D07040.docx,batch01,abstract-ART001517100,human,human,human,598
D07041.docx,batch01,abstract-ART000868203,human,human,human,472
D07042.docx,batch01,abstract-ART000852168,human,human,human,471
D07043.docx,batch01,abstract-ART000864472,human,human,human,645
D07044.docx,batch01,abstract-ART000862024,human,human,human,451
D07045.docx,batch01,abstract-ART000906218,human,human,human,598
D07046.docx,batch01,abstract-ART002335533,human,human,human,428
D07047.docx,batch01,abstract-ART000900422,human,human,human,518
D07048.docx,batch01,abstract-ART002442176,human,human,human,800
D07049.docx,batch01,abstract-ART000881947,human,human,human,633
D07050.docx,batch01,abstract-ART000864380,human,human,human,661
D07051.docx,batch01,abstract-ART001620447,human,human,human,633
D07052.docx,batch01,abstract-ART000882851,human,human,human,541
D07053.docx,batch01,abstract-ART000878887,human,human,human,821
D07054.docx,batch01,abstract-ART000900932,human,human,human,474
D07055.docx,batch01,abstract-ART000864282,human,human,human,521
D07056.docx,batch01,abstract-ART000884697,human,human,human,459
D07057.docx,batch01,abstract-ART000860576,human,human,human,412
D07058.docx,batch01,abstract-ART000862015,human,human,human,414
D07059.docx,batch01,abstract-ART000871188,human,human,human,555
D07060.docx,batch01,abstract-ART000903507,human,human,human,313
D07061.docx,batch01,abstract-ART000900423,human,human,human,758
D07062.docx,batch01,abstract-ART000873436,human,human,human,846
D07063.docx,batch01,abstract-ART000899519,human,human,human,638
D07064.docx,batch01,abstract-ART000905658,human,human,human,470
D07065.docx,batch01,abstract-ART000867237,human,human,human,431
D07066.docx,batch01,abstract-ART000852550,human,human,human,387
D07067.docx,batch01,abstract-ART000885312,human,human,human,457
D07068.docx,batch01,abstract-ART000896471,human,human,human,363
D07069.docx,batch01,abstract-ART000863297,human,human,human,708
D07070.docx,batch01,abstract-ART002451967,human,human,human,629
D07071.docx,batch01,abstract-ART000888510,human,human,human,619
D07072.docx,batch01,abstract-ART001598648,human,human,human,957
D07073.docx,batch01,abstract-ART000905993,human,human,human,769
D07074.docx,batch01,abstract-ART000881312,human,human,human,907
D07075.docx,batch01,abstract-ART000864766,human,human,human,802
D07076.docx,batch01,abstract-ART000906058,human,human,human,658
D07077.docx,batch01,abstract-ART000874639,human,human,human,939
D07078.docx,batch01,abstract-ART000883649,human,human,human,551
D07079.docx,batch01,abstract-ART000908188,human,human,human,484
D07080.docx,batch01,abstract-ART000905663,human,human,human,501
D07081.docx,batch01,abstract-ART000860719,human,human,human,751
D07082.docx,batch01,abstract-ART000868206,human,human,human,347
D07083.docx,batch01,abstract-ART000872835,human,human,human,858
D07084.docx,batch01,abstract-ART000863205,human,human,human,705
D07085.docx,batch01,abstract-ART000872105,human,human,human,314
D07086.docx,batch01,abstract-ART000868458,human,human,human,479
D07087.docx,batch01,abstract-ART000906327,human,human,human,311
D07088.docx,batch01,abstract-ART000885301,human,human,human,502
D07089.docx,batch01,abstract-ART000865126,human,human,human,334
D07090.docx,batch01,abstract-ART000878552,human,human,human,438
D07091.docx,batch01,abstract-ART000869221,human,human,human,336
D07092.docx,batch01,abstract-ART000861987,human,human,human,386
D07093.docx,batch01,abstract-ART000874905,human,human,human,820
D07094.docx,batch01,abstract-ART000905655,human,human,human,600
D07095.docx,batch01,abstract-ART002408156,human,human,human,369
D07096.docx,batch01,abstract-ART000899727,human,human,human,790
D07097.docx,batch01,abstract-ART000852090,human,human,human,696
D07098.docx,batch01,abstract-ART002348991,human,human,human,908
D07099.docx,batch01,abstract-ART000885045,human,human,human,1050
D07100.docx,batch01,abstract-ART000852463,human,human,human,393
D07101.docx,batch01,abstract-ART000862163,human,human,human,375
D07102.docx,batch01,abstract-ART000885873,human,human,human,976
D07103.docx,batch01,abstract-ART000877504,human,human,human,560
D07104.docx,batch01,abstract-ART000904971,human,human,human,303
D07105.docx,batch01,abstract-ART000891800,human,human,human,527
D07106.docx,batch01,abstract-ART000858071,human,human,human,998
D07107.docx,batch01,abstract-ART000863545,human,human,human,427
D07108.docx,batch01,abstract-ART000902122,human,human,human,627
D07109.docx,batch01,abstract-ART000866958,human,human,human,703
D07110.docx,batch01,abstract-ART000888178,human,human,human,827
D07111.docx,batch01,abstract-ART000852148,human,human,human,394
D07112.docx,batch01,abstract-ART000905765,human,human,human,507
D07113.docx,batch01,abstract-ART000869151,human,human,human,681
D07114.docx,batch01,abstract-ART000905844,human,human,human,719
D07115.docx,batch01,abstract-ART001532671,human,human,human,598
D07116.docx,batch01,abstract-ART000881330,human,human,human,315
D07117.docx,batch01,abstract-ART002495348,human,human,human,654
D07118.docx,batch01,abstract-ART000858499,human,human,human,574
D07119.docx,batch01,abstract-ART000852903,human,human,human,526
D07120.docx,batch01,abstract-ART000872296,human,human,human,409
D07121.docx,batch01,abstract-ART000867397,human,human,human,521
D07122.docx,batch01,abstract-ART000904487,human,human,human,742
D07123.docx,batch01,abstract-ART000877834,human,human,human,1024
D07124.docx,batch01,abstract-ART000902842,human,human,human,709
D07125.docx,batch01,abstract-ART000878923,human,human,human,552
D07126.docx,batch01,abstract-ART000880800,human,human,human,311
D07127.docx,batch01,abstract-ART000861912,human,human,human,520
D07128.docx,batch01,abstract-ART000868490,human,human,human,374
D07129.docx,batch01,abstract-ART000856080,human,human,human,381
D07130.docx,batch01,abstract-ART000904687,human,human,human,508
D07131.docx,batch01,abstract-ART000901082,human,human,human,674
D07132.docx,batch01,abstract-ART000867540,human,human,human,395
D07133.docx,batch01,abstract-ART000897279,human,human,human,425
D07134.docx,batch01,abstract-ART000858821,human,human,human,766
D07135.docx,batch01,abstract-ART000876806,human,human,human,407
D07136.docx,batch01,abstract-ART000850964,human,human,human,324
D07137.docx,batch01,abstract-ART001895643,human,human,human,436
D07138.docx,batch01,abstract-ART000869482,human,human,human,1183
D07139.docx,batch01,abstract-ART000884061,human,human,human,349
D07140.docx,batch01,abstract-ART000876574,human,human,human,650
D07141.docx,batch01,abstract-ART000884934,human,human,human,351
D07142.docx,batch01,abstract-ART000902361,human,human,human,601
D07143.docx,batch01,abstract-ART000861498,human,human,human,305
D07144.docx,batch01,abstract-ART000872901,human,human,human,441
D07145.docx,batch01,abstract-ART000907073,human,human,human,577
D07146.docx,batch01,abstract-ART000852087,human,human,human,585
D07147.docx,batch01,abstract-ART000869570,human,human,human,580
D07148.docx,batch01,abstract-ART000879184,human,human,human,561
D07149.docx,batch01,abstract-ART000852892,human,human,human,706
D07150.docx,batch01,abstract-ART000856301,human,human,human,390
D07151.docx,batch01,abstract-ART001683124,human,human,human,782
D07152.docx,batch01,abstract-ART001553588,human,human,human,670
D07153.docx,batch01,abstract-ART000901456,human,human,human,710
D07154.docx,batch01,abstract-ART000861193,human,human,human,1171
D07155.docx,batch01,abstract-ART000878990,human,human,human,342
D07156.docx,batch01,abstract-ART000869404,human,human,human,782
D07157.docx,batch01,abstract-ART002069617,human,human,human,435
D07158.docx,batch01,abstract-ART000901652,human,human,human,571
D07159.docx,batch01,abstract-ART000852226,human,human,human,447
D07160.docx,batch01,abstract-ART000861167,human,human,human,516
D07161.docx,batch01,abstract-ART000868125,human,human,human,409
D07162.docx,batch01,abstract-ART000884063,human,human,human,799
D07163.docx,batch01,abstract-ART000904857,human,human,human,897
D07164.docx,batch01,abstract-ART000884235,human,human,human,941
D07165.docx,batch01,abstract-ART000884130,human,human,human,525
D07166.docx,batch01,abstract-ART000885412,human,human,human,642
D07167.docx,batch01,abstract-ART000902264,human,human,human,583
D07168.docx,batch01,abstract-ART000861695,human,human,human,613
D07169.docx,batch01,abstract-ART000878866,human,human,human,754
D07170.docx,batch01,abstract-ART002031412,human,human,human,1075
D07171.docx,batch01,abstract-ART000864376,human,human,human,881
D07172.docx,batch01,abstract-ART000904943,human,human,human,668
D07173.docx,batch01,abstract-ART000908071,human,human,human,547
D07174.docx,batch01,abstract-ART000858495,human,human,human,969
D07175.docx,batch01,abstract-ART000889175,human,human,human,595
D07176.docx,batch01,abstract-ART000852035,human,human,human,930
D07177.docx,batch01,abstract-ART001928703,human,human,human,393
D07178.docx,batch01,abstract-ART002494523,human,human,human,546
D07179.docx,batch01,abstract-ART000906041,human,human,human,670
D07180.docx,batch01,abstract-ART000863215,human,human,human,423
D07181.docx,batch01,abstract-ART000901749,human,human,human,618
D07182.docx,batch01,abstract-ART000900487,human,human,human,649
D07183.docx,batch01,abstract-ART000901651,human,human,human,319
D07184.docx,batch01,abstract-ART002408111,human,human,human,852
D07185.docx,batch01,abstract-ART001872391,human,human,human,517
D07186.docx,batch01,abstract-ART000896782,human,human,human,342
D07187.docx,batch01,abstract-ART000882762,human,human,human,707
D07188.docx,batch01,abstract-ART002333250,human,human,human,575
D07189.docx,batch01,abstract-ART000884991,human,human,human,440
D07190.docx,batch01,abstract-ART000905567,human,human,human,496
D07191.docx,batch01,abstract-ART000904413,human,human,human,414
D07192.docx,batch01,abstract-ART000851551,human,human,human,691
D07193.docx,batch01,abstract-ART000883944,human,human,human,738
D07194.docx,batch01,abstract-ART000855208,human,human,human,864
D07195.docx,batch01,abstract-ART000855221,human,human,human,577
D07196.docx,batch01,abstract-ART000896942,human,human,human,352
D07197.docx,batch01,abstract-ART000886188,human,human,human,484
D07198.docx,batch01,abstract-ART002063677,human,human,human,575
D07199.docx,batch01,abstract-ART000907289,human,human,human,378
D07200.docx,batch01,abstract-ART000861135,human,human,human,745
D07201.docx,batch01,abstract-ART000902215,human,human,human,635
D07202.docx,batch01,abstract-ART001734624,human,human,human,564
D07203.docx,batch01,abstract-ART000892617,human,human,human,403
D07204.docx,batch01,abstract-ART000903272,human,human,human,434
D07205.docx,batch01,abstract-ART000858574,human,human,human,863
D07206.docx,batch01,abstract-ART000880280,human,human,human,309
D07207.docx,batch01,abstract-ART000876638,human,human,human,605
D07208.docx,batch01,abstract-ART000942901,human,human,human,667
D07209.docx,batch01,abstract-ART000867760,human,human,human,718
D07210.docx,batch01,abstract-ART000868191,human,human,human,779
D07211.docx,batch01,abstract-ART001800185,human,human,human,790
D07212.docx,batch01,abstract-ART000895894,human,human,human,946
D07213.docx,batch01,abstract-ART000883398,human,human,human,307
D07214.docx,batch01,abstract-ART000884760,human,human,human,473
D07215.docx,batch01,abstract-ART002069313,human,human,human,515
D07216.docx,batch01,abstract-ART000858272,human,human,human,864
D07217.docx,batch01,abstract-ART000880062,human,human,human,538
D07218.docx,batch01,abstract-ART002525683,human,human,human,575
D07219.docx,batch01,abstract-ART000869552,human,human,human,780
D07220.docx,batch01,abstract-ART000902757,human,human,human,498
D07221.docx,batch01,abstract-ART000906284,human,human,human,501
D07222.docx,batch01,abstract-ART001887038,human,human,human,331
D07223.docx,batch01,abstract-ART000881318,human,human,human,557
D07224.docx,batch01,abstract-ART000868091,human,human,human,433
D07225.docx,batch01,abstract-ART000870017,human,human,human,600
D07226.docx,batch01,abstract-ART000875401,human,human,human,581
D07227.docx,batch01,abstract-ART000861225,human,human,human,498
D07228.docx,batch01,abstract-ART000880137,human,human,human,324
D07229.docx,batch01,abstract-ART000866099,human,human,human,391
D07230.docx,batch01,abstract-ART000855204,human,human,human,1069
D07231.docx,batch01,abstract-ART000861085,human,human,human,408
D07232.docx,batch01,abstract-ART000879623,human,human,human,494
D07233.docx,batch01,abstract-ART000868120,human,human,human,794
D07234.docx,batch01,abstract-ART000905867,human,human,human,795
D07235.docx,batch01,abstract-ART000872670,human,human,human,354
D07236.docx,batch01,abstract-ART000851936,human,human,human,535
D07237.docx,batch01,abstract-ART000873230,human,human,human,379
D07238.docx,batch01,abstract-ART000904690,human,human,human,564
D07239.docx,batch01,abstract-ART000863374,human,human,human,336
D07240.docx,batch01,abstract-ART001692849,human,human,human,594
D07241.docx,batch01,abstract-ART000897944,human,human,human,365
D07242.docx,batch01,abstract-ART000890103,human,human,human,433
D07243.docx,batch01,abstract-ART000856410,human,human,human,1189
D07244.docx,batch01,abstract-ART000901907,human,human,human,762
D07245.docx,batch01,abstract-ART000906403,human,human,human,604
D07246.docx,batch01,abstract-ART000868267,human,human,human,602
D07247.docx,batch01,abstract-ART000872293,human,human,human,423
D07248.docx,batch01,abstract-ART000862079,human,human,human,725
D07249.docx,batch01,abstract-ART000901862,human,human,human,605
D07250.docx,batch01,abstract-ART000873501,human,human,human,615
D07251.docx,batch01,abstract-ART000861020,human,human,human,457
D07252.docx,batch01,abstract-ART000873157,human,human,human,580
D07253.docx,batch01,abstract-ART000856067,human,human,human,826
D07254.docx,batch01,abstract-ART000864587,human,human,human,421
D07255.docx,batch01,abstract-ART000865244,human,human,human,701
D07256.docx,batch01,abstract-ART000906426,human,human,human,374
D07257.docx,batch01,abstract-ART001317189,human,human,human,325
D07258.docx,batch01,abstract-ART000901258,human,human,human,734
D07259.docx,batch01,abstract-ART001433131,human,human,human,647
D07260.docx,batch01,abstract-ART000880215,human,human,human,648
D07261.docx,batch01,abstract-ART000889362,human,human,human,1040
D07262.docx,batch01,abstract-ART000883344,human,human,human,510
D07263.docx,batch01,abstract-ART002507059,human,human,human,744
D07264.docx,batch01,abstract-ART000860370,human,human,human,783
D07265.docx,batch01,abstract-ART000871716,human,human,human,722
D07266.docx,batch01,abstract-ART000872046,human,human,human,426
D07267.docx,batch01,abstract-ART000894153,human,human,human,360
D07268.docx,batch01,abstract-ART000872168,human,human,human,759
D07269.docx,batch01,abstract-ART000865797,human,human,human,315
D07270.docx,batch01,abstract-ART000888522,human,human,human,719
D07271.docx,batch01,abstract-ART000901053,human,human,human,836
D07272.docx,batch01,abstract-ART000885306,human,human,human,624
D07273.docx,batch01,abstract-ART000903650,human,human,human,410
D07274.docx,batch01,abstract-ART000866956,human,human,human,462
D07275.docx,batch01,abstract-ART000880724,human,human,human,568
D07276.docx,batch01,abstract-ART000900851,human,human,human,388
D07277.docx,batch01,abstract-ART000861128,human,human,human,417
D07278.docx,batch01,abstract-ART001638072,human,human,human,568
D07279.docx,batch01,abstract-ART000905170,human,human,human,452
D07280.docx,batch01,abstract-ART000888606,human,human,human,788
D07281.docx,batch01,abstract-ART000852085,human,human,human,510
D07282.docx,batch01,abstract-ART000861145,human,human,human,740
D07283.docx,batch01,abstract-ART000907105,human,human,human,478
D07284.docx,batch01,abstract-ART000889313,human,human,human,482
D07285.docx,batch01,abstract-ART000872361,human,human,human,307
D07286.docx,batch01,abstract-ART000861090,human,human,human,586
D07287.docx,batch01,abstract-ART000896319,human,human,human,420
D07288.docx,batch01,abstract-ART000874482,human,human,human,712
D07289.docx,batch01,abstract-ART000884442,human,human,human,318
D07290.docx,batch01,abstract-ART000886200,human,human,human,542
D07291.docx,batch01,abstract-ART001763004,human,human,human,502
D07292.docx,batch01,abstract-ART000900022,human,human,human,597
D07293.docx,batch01,abstract-ART002442635,human,human,human,717
D07294.docx,batch01,abstract-ART000901403,human,human,human,805
D07295.docx,batch01,abstract-ART000880955,human,human,human,637
D07296.docx,batch01,abstract-ART000864291,human,human,human,658
D07297.docx,batch01,abstract-ART000905843,human,human,human,623
D07298.docx,batch01,abstract-ART001863104,human,human,human,471
D07299.docx,batch01,abstract-ART000863467,human,human,human,441
D07300.docx,batch01,abstract-ART002541358,human,human,human,647
D07301.docx,batch01,abstract-ART000874609,human,human,human,310
D07302.docx,batch01,abstract-ART000895464,human,human,human,439
D07303.docx,batch01,abstract-ART000867296,human,human,human,352
D07304.docx,batch01,abstract-ART000856023,human,human,human,689
D07305.docx,batch01,abstract-ART000896082,human,human,human,359
D07306.docx,batch01,abstract-ART000880868,human,human,human,629
D07307.docx,batch01,abstract-ART000902143,human,human,human,410
D07308.docx,batch01,abstract-ART000855307,human,human,human,419
D07309.docx,batch01,abstract-ART001975547,human,human,human,762
D07310.docx,batch01,abstract-ART000875932,human,human,human,575
D07311.docx,batch01,abstract-ART002134863,human,human,human,661
D07312.docx,batch01,abstract-ART000864905,human,human,human,471
D07313.docx,batch01,abstract-ART000895500,human,human,human,440
D07314.docx,batch01,abstract-ART000875040,human,human,human,783
D07315.docx,batch01,abstract-ART000888931,human,human,human,332
D07316.docx,batch01,abstract-ART000868937,human,human,human,301
D07317.docx,batch01,abstract-ART000899176,human,human,human,428
D07318.docx,batch01,abstract-ART000868090,human,human,human,547
D07319.docx,batch01,abstract-ART000860994,human,human,human,649
D07320.docx,batch01,abstract-ART000892633,human,human,human,932
D07321.docx,batch01,abstract-ART000863534,human,human,human,423
D07322.docx,batch01,abstract-ART000866951,human,human,human,636
D07323.docx,batch01,abstract-ART002452004,human,human,human,408
D07324.docx,batch01,abstract-ART002032674,human,human,human,739
D07325.docx,batch01,abstract-ART000855980,human,human,human,1180
D07326.docx,batch01,abstract-ART002007285,human,human,human,305
D07327.docx,batch01,abstract-ART000902771,human,human,human,461
D07328.docx,batch01,abstract-ART000889372,human,human,human,523
D07329.docx,batch01,abstract-ART001938068,human,human,human,472
D07330.docx,batch01,abstract-ART000871256,human,human,human,552
D07331.docx,batch01,abstract-ART000866040,human,human,human,512
D07332.docx,batch01,abstract-ART000867302,human,human,human,355
D07333.docx,batch01,abstract-ART000872103,human,human,human,341
D07334.docx,batch01,abstract-ART001270771,human,human,human,594
D07335.docx,batch01,abstract-ART000886715,human,human,human,435
D07336.docx,batch01,abstract-ART000852645,human,human,human,532
D07337.docx,batch01,abstract-ART000882836,human,human,human,314
D07338.docx,batch01,abstract-ART002487254,human,human,human,633
D07339.docx,batch01,abstract-ART000868251,human,human,human,322
D07340.docx,batch01,abstract-ART000852465,human,human,human,543
D07341.docx,batch01,abstract-ART000863122,human,human,human,465
D07342.docx,batch01,abstract-ART000892661,human,human,human,606
D07343.docx,batch01,abstract-ART002118038,human,human,human,900
D07344.docx,batch01,abstract-ART000904242,human,human,human,469
D07345.docx,batch01,abstract-ART000888221,human,human,human,613
D07346.docx,batch01,abstract-ART000893219,human,human,human,591
D07347.docx,batch01,abstract-ART000867644,human,human,human,448
D07348.docx,batch01,abstract-ART000892260,human,human,human,335
D07349.docx,batch01,abstract-ART000906411,human,human,human,934
D07350.docx,batch01,abstract-ART000864583,human,human,human,316
D07351.docx,batch01,abstract-ART000901427,human,human,human,925
D07352.docx,batch01,abstract-ART000874696,human,human,human,671
D07353.docx,batch01,abstract-ART000875855,human,human,human,532
D07354.docx,batch01,abstract-ART000871094,human,human,human,819
D07355.docx,batch01,abstract-ART000863372,human,human,human,724
D07356.docx,batch01,abstract-ART000895830,human,human,human,989
D07357.docx,batch01,abstract-ART000899892,human,human,human,330
D07358.docx,batch01,abstract-ART000904782,human,human,human,491
D07359.docx,batch01,abstract-ART000893846,human,human,human,327
D07360.docx,batch01,abstract-ART000863622,human,human,human,354
D07361.docx,batch01,abstract-ART000896231,human,human,human,391
D07362.docx,batch01,abstract-ART000880448,human,human,human,519
D07363.docx,batch01,abstract-ART000900429,human,human,human,473
D07364.docx,batch01,abstract-ART000875003,human,human,human,391
D07365.docx,batch01,abstract-ART000888423,human,human,human,626
D07366.docx,batch01,abstract-ART000852275,human,human,human,648
D07367.docx,batch01,abstract-ART001517816,human,human,human,313
D07368.docx,batch01,abstract-ART000878869,human,human,human,642
D07369.docx,batch01,abstract-ART000896374,human,human,human,446
D07370.docx,batch01,abstract-ART000861774,human,human,human,526
D07371.docx,batch01,abstract-ART000872295,human,human,human,674
D07372.docx,batch01,abstract-ART000897801,human,human,human,815
D07373.docx,batch01,abstract-ART002003430,human,human,human,818
D07374.docx,batch01,abstract-ART000900338,human,human,human,575
D07375.docx,batch01,abstract-ART000896176,human,human,human,431
D07376.docx,batch01,abstract-ART000906492,human,human,human,377
D07377.docx,batch01,abstract-ART000874255,human,human,human,630
D07378.docx,batch01,abstract-ART000899258,human,human,human,428
D07379.docx,batch01,abstract-ART001887048,human,human,human,443
D07380.docx,batch01,abstract-ART001506903,human,human,human,633
D07381.docx,batch01,abstract-ART000905551,human,human,human,574
D07382.docx,batch01,abstract-ART000869981,human,human,human,425
D07383.docx,batch01,abstract-ART000852014,human,human,human,564
D07384.docx,batch01,abstract-ART000860352,human,human,human,624
D07385.docx,batch01,abstract-ART000887418,human,human,human,884
D07386.docx,batch01,abstract-ART000905409,human,human,human,338
D07387.docx,batch01,abstract-ART000890735,human,human,human,441
D07388.docx,batch01,abstract-ART000856061,human,human,human,581
D07389.docx,batch01,abstract-ART002541332,human,human,human,471
D07390.docx,batch01,abstract-ART000888870,human,human,human,775
D07391.docx,batch01,abstract-ART000867339,human,human,human,443
D07392.docx,batch01,abstract-ART000852464,human,human,human,384
D07393.docx,batch01,abstract-ART000880127,human,human,human,336
D07394.docx,batch01,abstract-ART000892684,human,human,human,947
D07395.docx,batch01,abstract-ART000861115,human,human,human,796
D07396.docx,batch01,abstract-ART000876894,human,human,human,562
D07397.docx,batch01,abstract-ART000902112,human,human,human,510
D07398.docx,batch01,abstract-ART000851862,human,human,human,560
D07399.docx,batch01,abstract-ART000895557,human,human,human,338
D07400.docx,batch01,abstract-ART000871726,human,human,human,529
D07401.docx,batch01,abstract-ART000869971,human,human,human,426
D07402.docx,batch01,abstract-ART000867378,human,human,human,458
D07403.docx,batch01,abstract-ART000902804,human,human,human,323
D07404.docx,batch01,abstract-ART002148207,human,human,human,509
D07405.docx,batch01,abstract-ART000887674,human,human,human,1174
D07406.docx,batch01,abstract-ART000869398,human,human,human,1188
D07407.docx,batch01,abstract-ART000876633,human,human,human,853
D07408.docx,batch01,abstract-ART000903772,human,human,human,734
D07409.docx,batch01,abstract-ART000888579,human,human,human,574
D07410.docx,batch01,abstract-ART000860450,human,human,human,663
D07411.docx,batch01,abstract-ART001570021,human,human,human,568
D07412.docx,batch01,abstract-ART000896159,human,human,human,371
D07413.docx,batch01,abstract-ART000854119,human,human,human,776
D07414.docx,batch01,abstract-ART000868260,human,human,human,598
D07415.docx,batch01,abstract-ART002012570,human,human,human,536
D07416.docx,batch01,abstract-ART000901010,human,human,human,602
D07417.docx,batch01,abstract-ART000897558,human,human,human,585
D07418.docx,batch01,abstract-ART000878925,human,human,human,431
D07419.docx,batch01,abstract-ART000861860,human,human,human,815
D07420.docx,batch01,abstract-ART001716271,human,human,human,902
D07421.docx,batch01,abstract-ART000902207,human,human,human,355
D07422.docx,batch01,abstract-ART000880217,human,human,human,1029
D07423.docx,batch01,abstract-ART000903086,human,human,human,842
D07424.docx,batch01,abstract-ART000861406,human,human,human,446
D07425.docx,batch01,abstract-ART001735873,human,human,human,651
D07426.docx,batch01,abstract-ART002147692,human,human,human,1093
D07427.docx,batch01,abstract-ART001780390,human,human,human,639
D07428.docx,batch01,abstract-ART000864894,human,human,human,682
D07429.docx,batch01,abstract-ART000872942,human,human,human,593
D07430.docx,batch01,abstract-ART000903392,human,human,human,334
D07431.docx,batch01,abstract-ART000869535,human,human,human,400
D07432.docx,batch01,abstract-ART000861280,human,human,human,821
D07433.docx,batch01,abstract-ART000867534,human,human,human,459
D07434.docx,batch01,abstract-ART000900605,human,human,human,355
D07435.docx,batch01,abstract-ART000876924,human,human,human,452
D07436.docx,batch01,abstract-ART000896548,human,human,human,410
D07437.docx,batch01,abstract-ART000876006,human,human,human,631
D07438.docx,batch01,abstract-ART000865213,human,human,human,448
D07439.docx,batch01,abstract-ART000888624,human,human,human,788
D07440.docx,batch01,abstract-ART000884541,human,human,human,865
D07441.docx,batch01,abstract-ART000905235,human,human,human,833
D07442.docx,batch01,abstract-ART000858661,human,human,human,629
D07443.docx,batch01,abstract-ART000885881,human,human,human,444
D07444.docx,batch01,abstract-ART000902034,human,human,human,540
D07445.docx,batch01,abstract-ART000888605,human,human,human,950
D07446.docx,batch01,abstract-ART000905933,human,human,human,584
D07447.docx,batch01,abstract-ART000868974,human,human,human,748
D07448.docx,batch01,abstract-ART000863911,human,human,human,907
D07449.docx,batch01,abstract-ART000860963,human,human,human,535
D07450.docx,batch01,abstract-ART000895421,human,human,human,450
D07451.docx,batch01,abstract-ART000886247,human,human,human,967
D07452.docx,batch01,abstract-ART000901077,human,human,human,511
D07453.docx,batch01,abstract-ART000865239,human,human,human,700
D07454.docx,batch01,abstract-ART000863458,human,human,human,302
D07455.docx,batch01,abstract-ART000893267,human,human,human,579
D07456.docx,batch01,abstract-ART000854672,human,human,human,595
D07457.docx,batch01,abstract-ART000898047,human,human,human,685
D07458.docx,batch01,abstract-ART000860955,human,human,human,328
D07459.docx,batch01,abstract-ART000896280,human,human,human,320
D07460.docx,batch01,abstract-ART000901322,human,human,human,589
D07461.docx,batch01,abstract-ART000866942,human,human,human,312
D07462.docx,batch01,abstract-ART000889098,human,human,human,812
D07463.docx,batch01,abstract-ART000901015,human,human,human,408
D07464.docx,batch01,abstract-ART000868266,human,human,human,439
D07465.docx,batch01,abstract-ART000852040,human,human,human,951
