0.01.683.837 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.02.461.644 W srv  llama_server: -----------------
0.02.461.649 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.02.461.649 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.02.461.650 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.02.461.650 W srv  llama_server: -----------------
0.02.463.171 I srv    load_model: loading model '/workspace/models/midm-11b-Q4_K_M.gguf'
0.05.342.294 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'false'
0.05.357.232 I srv  llama_server: model loaded
0.05.357.243 I srv  llama_server: listening on http://127.0.0.1:8081
0.10.140.125 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
5.26.170.619 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.865 (> 0.100 thold), f_keep = 0.520
5.26.170.714 I slot launch_slot_: id  0 | task 7080 | processing task, is_child = 0
5.26.351.675 I slot print_timing: id  3 | task 6637 | n_decoded =    439, tg =  22.26 t/s, tg_3s =  21.03 t/s
5.26.613.460 I slot print_timing: id  3 | task 6637 | prompt eval time =     198.27 ms /    83 tokens (    2.39 ms per token,   418.62 tokens per second)
5.26.613.467 I slot print_timing: id  3 | task 6637 |        eval time =   19982.44 ms /   445 tokens (   44.90 ms per token,    22.27 tokens per second)
5.26.613.468 I slot print_timing: id  3 | task 6637 |       total time =   20180.71 ms /   528 tokens
5.26.613.469 I slot print_timing: id  3 | task 6637 |    graphs reused =       6802
5.26.613.591 I slot      release: id  3 | task 6637 | stop processing: n_tokens = 1041, truncated = 0
5.26.650.457 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.868 (> 0.100 thold), f_keep = 0.491
5.26.890.929 I slot launch_slot_: id  3 | task 7089 | processing task, is_child = 0
5.28.820.729 I slot print_timing: id  1 | task 6761 | n_decoded =    367, tg =  22.50 t/s, tg_3s =  19.45 t/s
5.29.754.632 I slot print_timing: id  2 | task 7051 | n_decoded =    100, tg =  21.10 t/s, tg_3s =  21.10 t/s
5.30.941.758 I slot print_timing: id  0 | task 7080 | n_decoded =    100, tg =  21.78 t/s, tg_3s =  21.78 t/s
5.31.283.821 I slot print_timing: id  3 | task 7089 | n_decoded =    100, tg =  23.76 t/s, tg_3s =  23.76 t/s
5.31.754.995 I slot print_timing: id  1 | task 6761 | prompt eval time =     191.13 ms /    79 tokens (    2.42 ms per token,   413.32 tokens per second)
5.31.755.000 I slot print_timing: id  1 | task 6761 |        eval time =   19243.04 ms /   436 tokens (   44.14 ms per token,    22.66 tokens per second)
5.31.755.001 I slot print_timing: id  1 | task 6761 |       total time =   19434.17 ms /   515 tokens
5.31.755.003 I slot print_timing: id  1 | task 6761 |    graphs reused =       6910
5.31.755.114 I slot      release: id  1 | task 6761 | stop processing: n_tokens = 1028, truncated = 0
5.31.799.023 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.862 (> 0.100 thold), f_keep = 0.497
5.32.032.892 I slot launch_slot_: id  1 | task 7202 | processing task, is_child = 0
5.32.783.234 I slot print_timing: id  2 | task 7051 | n_decoded =    162, tg =  20.85 t/s, tg_3s =  20.47 t/s
5.33.976.310 I slot print_timing: id  0 | task 7080 | n_decoded =    162, tg =  21.24 t/s, tg_3s =  20.43 t/s
5.34.317.175 I slot print_timing: id  3 | task 7089 | n_decoded =    162, tg =  22.37 t/s, tg_3s =  20.44 t/s
5.35.803.751 I slot print_timing: id  2 | task 7051 | n_decoded =    233, tg =  21.60 t/s, tg_3s =  23.51 t/s
5.36.446.542 I slot print_timing: id  1 | task 7202 | n_decoded =    100, tg =  23.69 t/s, tg_3s =  23.69 t/s
5.37.003.854 I slot print_timing: id  0 | task 7080 | n_decoded =    233, tg =  21.87 t/s, tg_3s =  23.45 t/s
5.37.345.586 I slot print_timing: id  3 | task 7089 | n_decoded =    233, tg =  22.69 t/s, tg_3s =  23.44 t/s
5.38.844.128 I slot print_timing: id  2 | task 7051 | n_decoded =    304, tg =  21.98 t/s, tg_3s =  23.35 t/s
5.39.486.265 I slot print_timing: id  1 | task 7202 | n_decoded =    171, tg =  23.55 t/s, tg_3s =  23.36 t/s
5.40.043.882 I slot print_timing: id  0 | task 7080 | n_decoded =    304, tg =  22.20 t/s, tg_3s =  23.36 t/s
5.40.347.170 I slot print_timing: id  3 | task 7089 | n_decoded =    303, tg =  22.83 t/s, tg_3s =  23.32 t/s
5.41.851.211 I slot print_timing: id  2 | task 7051 | n_decoded =    374, tg =  22.21 t/s, tg_3s =  23.28 t/s
5.42.499.769 I slot print_timing: id  1 | task 7202 | n_decoded =    241, tg =  23.46 t/s, tg_3s =  23.23 t/s
5.43.055.393 I slot print_timing: id  0 | task 7080 | n_decoded =    374, tg =  22.39 t/s, tg_3s =  23.24 t/s
5.43.230.054 I slot print_timing: id  0 | task 7080 | prompt eval time =     179.97 ms /    80 tokens (    2.25 ms per token,   444.52 tokens per second)
5.43.230.061 I slot print_timing: id  0 | task 7080 |        eval time =   16879.35 ms /   378 tokens (   44.65 ms per token,    22.39 tokens per second)
5.43.230.062 I slot print_timing: id  0 | task 7080 |       total time =   17059.32 ms /   458 tokens
5.43.230.063 I slot print_timing: id  0 | task 7080 |    graphs reused =       7165
5.43.230.212 I slot      release: id  0 | task 7080 | stop processing: n_tokens = 968, truncated = 0
5.43.267.081 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.863 (> 0.100 thold), f_keep = 0.528
5.43.267.187 I slot launch_slot_: id  0 | task 7462 | processing task, is_child = 0
5.43.460.470 I slot print_timing: id  3 | task 7089 | n_decoded =    372, tg =  22.70 t/s, tg_3s =  22.16 t/s
5.43.593.909 I slot print_timing: id  2 | task 7051 | prompt eval time =     208.10 ms /    84 tokens (    2.48 ms per token,   403.66 tokens per second)
5.43.593.915 I slot print_timing: id  2 | task 7051 |        eval time =   18579.68 ms /   411 tokens (   45.21 ms per token,    22.12 tokens per second)
5.43.593.916 I slot print_timing: id  2 | task 7051 |       total time =   18787.78 ms /   495 tokens
5.43.593.917 I slot print_timing: id  2 | task 7051 |    graphs reused =       7168
5.43.594.037 I slot      release: id  2 | task 7051 | stop processing: n_tokens = 1005, truncated = 0
5.43.639.537 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.868 (> 0.100 thold), f_keep = 0.508
5.43.639.604 I slot launch_slot_: id  2 | task 7468 | processing task, is_child = 0
5.44.348.534 I slot print_timing: id  3 | task 7089 | prompt eval time =     184.01 ms /    75 tokens (    2.45 ms per token,   407.60 tokens per second)
5.44.348.540 I slot print_timing: id  3 | task 7089 |        eval time =   17273.57 ms /   389 tokens (   44.41 ms per token,    22.52 tokens per second)
5.44.348.541 I slot print_timing: id  3 | task 7089 |       total time =   17457.58 ms /   464 tokens
5.44.348.542 I slot print_timing: id  3 | task 7089 |    graphs reused =       7179
5.44.348.645 I slot      release: id  3 | task 7089 | stop processing: n_tokens = 977, truncated = 0
5.44.385.748 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.863 (> 0.100 thold), f_keep = 0.523
5.44.385.828 I slot launch_slot_: id  3 | task 7483 | processing task, is_child = 0
5.45.506.562 I slot print_timing: id  1 | task 7202 | n_decoded =    301, tg =  22.66 t/s, tg_3s =  19.95 t/s
5.47.970.836 I slot print_timing: id  0 | task 7462 | n_decoded =    100, tg =  22.17 t/s, tg_3s =  22.17 t/s
5.48.185.173 I slot print_timing: id  2 | task 7468 | n_decoded =    100, tg =  22.98 t/s, tg_3s =  22.98 t/s
5.48.523.596 I slot print_timing: id  1 | task 7202 | n_decoded =    372, tg =  22.82 t/s, tg_3s =  23.53 t/s
5.48.775.681 I slot print_timing: id  3 | task 7483 | n_decoded =    100, tg =  23.79 t/s, tg_3s =  23.79 t/s
5.49.455.664 I slot print_timing: id  1 | task 7202 | prompt eval time =     191.87 ms /    79 tokens (    2.43 ms per token,   411.73 tokens per second)
5.49.455.669 I slot print_timing: id  1 | task 7202 |        eval time =   17230.86 ms /   394 tokens (   43.73 ms per token,    22.87 tokens per second)
5.49.455.671 I slot print_timing: id  1 | task 7202 |       total time =   17422.73 ms /   473 tokens
5.49.455.672 I slot print_timing: id  1 | task 7202 |    graphs reused =       7293
5.49.455.986 I slot      release: id  1 | task 7202 | stop processing: n_tokens = 986, truncated = 0
5.49.500.695 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.835 (> 0.100 thold), f_keep = 0.518
5.49.500.807 I slot launch_slot_: id  1 | task 7601 | processing task, is_child = 0
5.50.980.590 I slot print_timing: id  0 | task 7462 | n_decoded =    166, tg =  22.07 t/s, tg_3s =  21.93 t/s
5.51.191.319 I slot print_timing: id  2 | task 7468 | n_decoded =    166, tg =  22.56 t/s, tg_3s =  21.96 t/s
5.51.787.610 I slot print_timing: id  3 | task 7483 | n_decoded =    166, tg =  23.01 t/s, tg_3s =  21.91 t/s
5.53.969.521 I slot print_timing: id  1 | task 7601 | n_decoded =    100, tg =  23.67 t/s, tg_3s =  23.67 t/s
5.54.013.039 I slot print_timing: id  0 | task 7462 | n_decoded =    237, tg =  22.46 t/s, tg_3s =  23.41 t/s
5.54.225.687 I slot print_timing: id  2 | task 7468 | n_decoded =    237, tg =  22.81 t/s, tg_3s =  23.40 t/s
5.54.828.830 I slot print_timing: id  3 | task 7483 | n_decoded =    237, tg =  23.11 t/s, tg_3s =  23.35 t/s
5.57.012.715 I slot print_timing: id  1 | task 7601 | n_decoded =    171, tg =  23.53 t/s, tg_3s =  23.33 t/s
5.57.056.371 I slot print_timing: id  0 | task 7462 | n_decoded =    308, tg =  22.65 t/s, tg_3s =  23.33 t/s
5.57.228.048 I slot print_timing: id  2 | task 7468 | n_decoded =    307, tg =  22.92 t/s, tg_3s =  23.31 t/s
5.57.829.209 I slot print_timing: id  3 | task 7483 | n_decoded =    307, tg =  23.16 t/s, tg_3s =  23.33 t/s
6.00.014.616 I slot print_timing: id  1 | task 7601 | n_decoded =    241, tg =  23.47 t/s, tg_3s =  23.32 t/s
6.00.058.149 I slot print_timing: id  0 | task 7462 | n_decoded =    378, tg =  22.77 t/s, tg_3s =  23.32 t/s
6.00.269.601 I slot print_timing: id  2 | task 7468 | n_decoded =    378, tg =  23.00 t/s, tg_3s =  23.34 t/s
6.00.528.660 I slot print_timing: id  3 | task 7483 | prompt eval time =     186.17 ms /    81 tokens (    2.30 ms per token,   435.09 tokens per second)
6.00.528.666 I slot print_timing: id  3 | task 7483 |        eval time =   15956.65 ms /   370 tokens (   43.13 ms per token,    23.19 tokens per second)
6.00.528.667 I slot print_timing: id  3 | task 7483 |       total time =   16142.82 ms /   451 tokens
6.00.528.684 I slot print_timing: id  3 | task 7483 |    graphs reused =       7543
6.00.528.802 I slot      release: id  3 | task 7483 | stop processing: n_tokens = 961, truncated = 0
6.00.564.814 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.862 (> 0.100 thold), f_keep = 0.532
6.00.564.933 I slot launch_slot_: id  3 | task 7856 | processing task, is_child = 0
6.03.045.351 I slot print_timing: id  1 | task 7601 | n_decoded =    308, tg =  23.16 t/s, tg_3s =  22.11 t/s
6.03.088.117 I slot print_timing: id  0 | task 7462 | n_decoded =    445, tg =  22.67 t/s, tg_3s =  22.11 t/s
6.03.304.453 I slot print_timing: id  2 | task 7468 | n_decoded =    445, tg =  22.86 t/s, tg_3s =  22.08 t/s
6.04.428.287 I slot print_timing: id  2 | task 7468 | prompt eval time =     194.47 ms /    78 tokens (    2.49 ms per token,   401.09 tokens per second)
6.04.428.293 I slot print_timing: id  2 | task 7468 |        eval time =   20594.20 ms /   471 tokens (   43.72 ms per token,    22.87 tokens per second)
6.04.428.294 I slot print_timing: id  2 | task 7468 |       total time =   20788.67 ms /   549 tokens
6.04.428.296 I slot print_timing: id  2 | task 7468 |    graphs reused =       7626
6.04.428.429 I slot      release: id  2 | task 7468 | stop processing: n_tokens = 1059, truncated = 0
6.04.473.308 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.865 (> 0.100 thold), f_keep = 0.483
6.04.628.659 I slot launch_slot_: id  2 | task 7944 | processing task, is_child = 0
6.05.341.886 I slot print_timing: id  3 | task 7856 | n_decoded =    100, tg =  21.85 t/s, tg_3s =  21.85 t/s
6.05.472.065 I slot print_timing: id  0 | task 7462 | prompt eval time =     192.39 ms /    81 tokens (    2.38 ms per token,   421.02 tokens per second)
6.05.472.070 I slot print_timing: id  0 | task 7462 |        eval time =   22012.47 ms /   493 tokens (   44.65 ms per token,    22.40 tokens per second)
6.05.472.071 I slot print_timing: id  0 | task 7462 |       total time =   22204.86 ms /   574 tokens
6.05.472.073 I slot print_timing: id  0 | task 7462 |    graphs reused =       7640
6.05.472.454 I slot      release: id  0 | task 7462 | stop processing: n_tokens = 1084, truncated = 0
6.05.509.347 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.853 (> 0.100 thold), f_keep = 0.471
6.05.763.623 I slot launch_slot_: id  0 | task 7962 | processing task, is_child = 0
6.06.082.765 I slot print_timing: id  1 | task 7601 | n_decoded =    362, tg =  22.16 t/s, tg_3s =  17.78 t/s
6.08.165.208 I slot print_timing: id  1 | task 7601 | prompt eval time =     243.57 ms /   101 tokens (    2.41 ms per token,   414.66 tokens per second)
6.08.165.214 I slot print_timing: id  1 | task 7601 |        eval time =   18420.82 ms /   411 tokens (   44.82 ms per token,    22.31 tokens per second)
6.08.165.215 I slot print_timing: id  1 | task 7601 |       total time =   18664.39 ms /   512 tokens
6.08.165.216 I slot print_timing: id  1 | task 7601 |    graphs reused =       7692
6.08.165.350 I slot      release: id  1 | task 7601 | stop processing: n_tokens = 1022, truncated = 0
6.08.209.186 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.852 (> 0.100 thold), f_keep = 0.500
6.08.209.292 I slot launch_slot_: id  1 | task 8017 | processing task, is_child = 0
6.08.415.232 I slot print_timing: id  3 | task 7856 | n_decoded =    159, tg =  20.78 t/s, tg_3s =  19.20 t/s
6.09.601.891 I slot print_timing: id  2 | task 7944 | n_decoded =    100, tg =  20.93 t/s, tg_3s =  20.93 t/s
6.10.322.897 I slot print_timing: id  0 | task 7962 | n_decoded =    100, tg =  22.89 t/s, tg_3s =  22.89 t/s
6.11.426.197 I slot print_timing: id  3 | task 7856 | n_decoded =    230, tg =  21.57 t/s, tg_3s =  23.58 t/s
6.12.615.526 I slot print_timing: id  1 | task 8017 | n_decoded =    100, tg =  23.80 t/s, tg_3s =  23.80 t/s
6.12.615.858 I slot print_timing: id  2 | task 7944 | n_decoded =    171, tg =  21.94 t/s, tg_3s =  23.56 t/s
6.13.343.022 I slot print_timing: id  0 | task 7962 | n_decoded =    171, tg =  23.14 t/s, tg_3s =  23.51 t/s
6.14.454.573 I slot print_timing: id  3 | task 7856 | n_decoded =    301, tg =  21.99 t/s, tg_3s =  23.44 t/s
6.15.653.855 I slot print_timing: id  1 | task 8017 | n_decoded =    171, tg =  23.62 t/s, tg_3s =  23.37 t/s
6.15.654.186 I slot print_timing: id  2 | task 7944 | n_decoded =    242, tg =  22.34 t/s, tg_3s =  23.37 t/s
6.16.380.041 I slot print_timing: id  0 | task 7962 | n_decoded =    242, tg =  23.21 t/s, tg_3s =  23.38 t/s
6.17.494.874 I slot print_timing: id  3 | task 7856 | n_decoded =    372, tg =  22.23 t/s, tg_3s =  23.35 t/s
6.18.654.653 I slot print_timing: id  1 | task 8017 | n_decoded =    241, tg =  23.54 t/s, tg_3s =  23.33 t/s
6.18.655.060 I slot print_timing: id  2 | task 7944 | n_decoded =    312, tg =  22.56 t/s, tg_3s =  23.33 t/s
6.19.383.299 I slot print_timing: id  0 | task 7962 | n_decoded =    312, tg =  23.23 t/s, tg_3s =  23.31 t/s
6.19.469.563 I slot print_timing: id  3 | task 7856 | prompt eval time =     199.29 ms /    82 tokens (    2.43 ms per token,   411.45 tokens per second)
6.19.469.568 I slot print_timing: id  3 | task 7856 |        eval time =   18705.32 ms /   418 tokens (   44.75 ms per token,    22.35 tokens per second)
6.19.469.569 I slot print_timing: id  3 | task 7856 |       total time =   18904.62 ms /   500 tokens
6.19.469.570 I slot print_timing: id  3 | task 7856 |    graphs reused =       7949
6.19.469.721 I slot      release: id  3 | task 7856 | stop processing: n_tokens = 1010, truncated = 0
6.19.506.969 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.859 (> 0.100 thold), f_keep = 0.506
6.19.507.082 I slot launch_slot_: id  3 | task 8279 | processing task, is_child = 0
6.21.675.711 I slot print_timing: id  1 | task 8017 | n_decoded =    308, tg =  23.23 t/s, tg_3s =  22.18 t/s
6.21.676.052 I slot print_timing: id  2 | task 7944 | n_decoded =    379, tg =  22.49 t/s, tg_3s =  22.18 t/s
6.22.402.730 I slot print_timing: id  0 | task 7962 | n_decoded =    379, tg =  23.04 t/s, tg_3s =  22.19 t/s
6.23.429.550 I slot print_timing: id  2 | task 7944 | prompt eval time =     194.78 ms /    80 tokens (    2.43 ms per token,   410.72 tokens per second)
6.23.429.556 I slot print_timing: id  2 | task 7944 |        eval time =   18606.08 ms /   420 tokens (   44.30 ms per token,    22.57 tokens per second)
6.23.429.557 I slot print_timing: id  2 | task 7944 |       total time =   18800.86 ms /   500 tokens
6.23.429.575 I slot print_timing: id  2 | task 7944 |    graphs reused =       8035
6.23.429.887 I slot      release: id  2 | task 7944 | stop processing: n_tokens = 1010, truncated = 0
6.23.475.045 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.852 (> 0.100 thold), f_keep = 0.509
6.23.475.164 I slot launch_slot_: id  2 | task 8369 | processing task, is_child = 0
6.24.111.454 I slot print_timing: id  3 | task 8279 | n_decoded =    100, tg =  22.71 t/s, tg_3s =  22.71 t/s
6.24.711.368 I slot print_timing: id  1 | task 8017 | n_decoded =    375, tg =  23.01 t/s, tg_3s =  22.07 t/s
6.25.437.499 I slot print_timing: id  0 | task 7962 | n_decoded =    446, tg =  22.89 t/s, tg_3s =  22.08 t/s
6.26.847.714 I slot print_timing: id  0 | task 7962 | prompt eval time =     190.83 ms /    85 tokens (    2.25 ms per token,   445.43 tokens per second)
6.26.847.719 I slot print_timing: id  0 | task 7962 |        eval time =   20893.22 ms /   479 tokens (   43.62 ms per token,    22.93 tokens per second)
6.26.847.721 I slot print_timing: id  0 | task 7962 |       total time =   21084.05 ms /   564 tokens
6.26.847.722 I slot print_timing: id  0 | task 7962 |    graphs reused =       8107
6.26.847.859 I slot      release: id  0 | task 7962 | stop processing: n_tokens = 1077, truncated = 0
6.26.885.423 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.849 (> 0.100 thold), f_keep = 0.474
6.27.132.488 I slot launch_slot_: id  0 | task 8446 | processing task, is_child = 0
6.27.325.821 I slot print_timing: id  3 | task 8279 | n_decoded =    166, tg =  21.79 t/s, tg_3s =  20.53 t/s
6.27.714.444 I slot print_timing: id  1 | task 8017 | n_decoded =    436, tg =  22.59 t/s, tg_3s =  20.31 t/s
6.28.317.134 I slot print_timing: id  2 | task 8369 | n_decoded =    100, tg =  21.58 t/s, tg_3s =  21.58 t/s
6.29.468.717 I slot print_timing: id  1 | task 8017 | prompt eval time =     205.34 ms /    89 tokens (    2.31 ms per token,   433.44 tokens per second)
6.29.468.722 I slot print_timing: id  1 | task 8017 |        eval time =   21054.07 ms /   477 tokens (   44.14 ms per token,    22.66 tokens per second)
6.29.468.724 I slot print_timing: id  1 | task 8017 |       total time =   21259.41 ms /   566 tokens
6.29.468.725 I slot print_timing: id  1 | task 8017 |    graphs reused =       8157
6.29.468.938 I slot      release: id  1 | task 8017 | stop processing: n_tokens = 1076, truncated = 0
6.29.513.372 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.857 (> 0.100 thold), f_keep = 0.475
6.29.768.337 I slot launch_slot_: id  1 | task 8499 | processing task, is_child = 0
6.30.357.482 I slot print_timing: id  3 | task 8279 | n_decoded =    227, tg =  21.31 t/s, tg_3s =  20.12 t/s
6.31.335.880 I slot print_timing: id  2 | task 8369 | n_decoded =    161, tg =  21.04 t/s, tg_3s =  20.21 t/s
6.31.976.118 I slot print_timing: id  0 | task 8446 | n_decoded =    100, tg =  21.50 t/s, tg_3s =  21.50 t/s
6.33.385.529 I slot print_timing: id  3 | task 8279 | n_decoded =    298, tg =  21.79 t/s, tg_3s =  23.45 t/s
6.34.196.515 I slot print_timing: id  1 | task 8499 | n_decoded =    100, tg =  23.68 t/s, tg_3s =  23.68 t/s
6.34.369.443 I slot print_timing: id  2 | task 8369 | n_decoded =    232, tg =  21.71 t/s, tg_3s =  23.40 t/s
6.35.005.155 I slot print_timing: id  0 | task 8446 | n_decoded =    171, tg =  22.26 t/s, tg_3s =  23.44 t/s
6.36.415.763 I slot print_timing: id  3 | task 8279 | n_decoded =    369, tg =  22.08 t/s, tg_3s =  23.43 t/s
6.37.229.672 I slot print_timing: id  1 | task 8499 | n_decoded =    171, tg =  23.57 t/s, tg_3s =  23.41 t/s
6.37.400.566 I slot print_timing: id  2 | task 8369 | n_decoded =    303, tg =  22.09 t/s, tg_3s =  23.42 t/s
6.38.044.716 I slot print_timing: id  0 | task 8446 | n_decoded =    242, tg =  22.57 t/s, tg_3s =  23.36 t/s
6.39.422.779 I slot print_timing: id  3 | task 8279 | n_decoded =    439, tg =  22.27 t/s, tg_3s =  23.28 t/s
6.40.242.704 I slot print_timing: id  1 | task 8499 | n_decoded =    241, tg =  23.47 t/s, tg_3s =  23.23 t/s
6.40.416.220 I slot print_timing: id  2 | task 8369 | n_decoded =    373, tg =  22.29 t/s, tg_3s =  23.21 t/s
6.41.020.283 I slot print_timing: id  3 | task 8279 | prompt eval time =     200.39 ms /    84 tokens (    2.39 ms per token,   419.19 tokens per second)
6.41.020.288 I slot print_timing: id  3 | task 8279 |        eval time =   21312.80 ms /   476 tokens (   44.77 ms per token,    22.33 tokens per second)
6.41.020.289 I slot print_timing: id  3 | task 8279 |       total time =   21513.19 ms /   560 tokens
6.41.020.291 I slot print_timing: id  3 | task 8279 |    graphs reused =       8413
6.41.020.642 I slot      release: id  3 | task 8279 | stop processing: n_tokens = 1070, truncated = 0
6.41.057.245 I slot print_timing: id  0 | task 8446 | n_decoded =    312, tg =  22.72 t/s, tg_3s =  23.24 t/s
6.41.057.902 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.860 (> 0.100 thold), f_keep = 0.478
6.41.311.789 I slot launch_slot_: id  3 | task 8760 | processing task, is_child = 0
6.42.524.009 I slot print_timing: id  2 | task 8369 | prompt eval time =     207.07 ms /    89 tokens (    2.33 ms per token,   429.81 tokens per second)
6.42.524.016 I slot print_timing: id  2 | task 8369 |        eval time =   18841.76 ms /   413 tokens (   45.62 ms per token,    21.92 tokens per second)
6.42.524.017 I slot print_timing: id  2 | task 8369 |       total time =   19048.82 ms /   502 tokens
6.42.524.018 I slot print_timing: id  2 | task 8369 |    graphs reused =       8436
6.42.524.181 I slot      release: id  2 | task 8369 | stop processing: n_tokens = 1015, truncated = 0
6.42.568.890 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.849 (> 0.100 thold), f_keep = 0.503
6.42.568.987 I slot launch_slot_: id  2 | task 8787 | processing task, is_child = 0
6.43.251.320 I slot print_timing: id  1 | task 8499 | n_decoded =    298, tg =  22.44 t/s, tg_3s =  18.95 t/s
6.44.062.468 I slot print_timing: id  0 | task 8446 | n_decoded =    369, tg =  22.05 t/s, tg_3s =  18.97 t/s
6.45.893.990 I slot print_timing: id  3 | task 8760 | n_decoded =    100, tg =  22.74 t/s, tg_3s =  22.74 t/s
6.46.278.250 I slot print_timing: id  1 | task 8499 | n_decoded =    369, tg =  22.63 t/s, tg_3s =  23.46 t/s
6.47.008.107 I slot print_timing: id  2 | task 8787 | n_decoded =    100, tg =  23.63 t/s, tg_3s =  23.63 t/s
6.47.095.051 I slot print_timing: id  0 | task 8446 | n_decoded =    440, tg =  22.26 t/s, tg_3s =  23.41 t/s
6.48.895.130 I slot print_timing: id  3 | task 8760 | n_decoded =    170, tg =  22.98 t/s, tg_3s =  23.32 t/s
6.49.280.881 I slot print_timing: id  1 | task 8499 | n_decoded =    439, tg =  22.74 t/s, tg_3s =  23.31 t/s
6.49.709.943 I slot print_timing: id  1 | task 8499 | prompt eval time =     205.66 ms /    82 tokens (    2.51 ms per token,   398.72 tokens per second)
6.49.709.949 I slot print_timing: id  1 | task 8499 |        eval time =   19735.91 ms /   449 tokens (   43.96 ms per token,    22.75 tokens per second)
6.49.709.950 I slot print_timing: id  1 | task 8499 |       total time =   19941.56 ms /   531 tokens
6.49.709.952 I slot print_timing: id  1 | task 8499 |    graphs reused =       8596
6.49.710.090 I slot      release: id  1 | task 8499 | stop processing: n_tokens = 1044, truncated = 0
6.49.755.279 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.863 (> 0.100 thold), f_keep = 0.489
6.49.908.525 I slot launch_slot_: id  1 | task 8952 | processing task, is_child = 0
6.50.102.082 I slot print_timing: id  0 | task 8446 | n_decoded =    503, tg =  22.08 t/s, tg_3s =  20.95 t/s
6.50.102.964 I slot print_timing: id  2 | task 8787 | n_decoded =    165, tg =  22.52 t/s, tg_3s =  21.00 t/s
6.50.146.269 I slot print_timing: id  0 | task 8446 | prompt eval time =     192.18 ms /    86 tokens (    2.23 ms per token,   447.50 tokens per second)
6.50.146.274 I slot print_timing: id  0 | task 8446 |        eval time =   22821.57 ms /   504 tokens (   45.28 ms per token,    22.08 tokens per second)
6.50.146.275 I slot print_timing: id  0 | task 8446 |       total time =   23013.74 ms /   590 tokens
6.50.146.277 I slot print_timing: id  0 | task 8446 |    graphs reused =       8596
6.50.146.421 I slot      release: id  0 | task 8446 | stop processing: n_tokens = 1105, truncated = 0
6.50.183.481 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.853 (> 0.100 thold), f_keep = 0.462
6.50.453.469 I slot launch_slot_: id  0 | task 8956 | processing task, is_child = 0
6.51.932.489 I slot print_timing: id  3 | task 8760 | n_decoded =    224, tg =  21.46 t/s, tg_3s =  17.78 t/s
6.53.121.751 I slot print_timing: id  2 | task 8787 | n_decoded =    226, tg =  21.85 t/s, tg_3s =  20.21 t/s
6.54.747.683 I slot print_timing: id  1 | task 8952 | n_decoded =    100, tg =  21.53 t/s, tg_3s =  21.53 t/s
6.54.873.741 I slot print_timing: id  0 | task 8956 | n_decoded =    100, tg =  23.65 t/s, tg_3s =  23.65 t/s
6.54.958.630 I slot print_timing: id  3 | task 8760 | n_decoded =    295, tg =  21.91 t/s, tg_3s =  23.46 t/s
6.56.160.473 I slot print_timing: id  2 | task 8787 | n_decoded =    297, tg =  22.19 t/s, tg_3s =  23.37 t/s
6.57.779.120 I slot print_timing: id  1 | task 8952 | n_decoded =    171, tg =  22.28 t/s, tg_3s =  23.42 t/s
6.57.908.352 I slot print_timing: id  0 | task 8956 | n_decoded =    171, tg =  23.54 t/s, tg_3s =  23.40 t/s
6.57.995.287 I slot print_timing: id  3 | task 8760 | n_decoded =    366, tg =  22.18 t/s, tg_3s =  23.38 t/s
6.58.555.837 I slot print_timing: id  3 | task 8760 | prompt eval time =     184.04 ms /    80 tokens (    2.30 ms per token,   434.69 tokens per second)
6.58.555.843 I slot print_timing: id  3 | task 8760 |        eval time =   17059.97 ms /   379 tokens (   45.01 ms per token,    22.22 tokens per second)
