0.00.030.060 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.554.804 W srv  llama_server: -----------------
0.00.554.809 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.554.809 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.554.810 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.554.810 W srv  llama_server: -----------------
0.00.556.296 I srv    load_model: loading model '/workspace/models/EXAONE-3.5-7.8B-Q4_K_M.gguf'
0.00.976.083 W load: special_eos_id is not in special_eog_ids - the tokenizer config may be incorrect
0.02.201.089 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'false'
0.02.204.634 I srv  llama_server: model loaded
0.02.204.643 I srv  llama_server: listening on http://127.0.0.1:8080
0.02.204.644 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.02.204.645 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
63.28.101.425 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
66.01.737.586 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 1223624942143
66.01.856.541 I slot launch_slot_: id  1 | task 4578 | processing task, is_child = 0
66.02.245.213 I slot print_timing: id  3 | task 4471 | n_decoded =    107, tg =  31.31 t/s, tg_3s =  31.31 t/s
66.03.275.201 I slot print_timing: id  2 | task 4160 | prompt eval time =     603.72 ms /   646 tokens (    0.93 ms per token,  1070.03 tokens per second)
66.03.275.207 I slot print_timing: id  2 | task 4160 |        eval time =   14365.53 ms /   452 tokens (   31.78 ms per token,    31.46 tokens per second)
66.03.275.208 I slot print_timing: id  2 | task 4160 |       total time =   14969.26 ms /  1098 tokens
66.03.275.209 I slot print_timing: id  2 | task 4160 |    graphs reused =       4358
66.03.275.286 I slot      release: id  2 | task 4160 | stop processing: n_tokens = 1102, truncated = 0
66.03.303.857 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 1223626508511
66.03.453.953 I slot launch_slot_: id  2 | task 4618 | processing task, is_child = 0
66.03.876.945 I slot print_timing: id  0 | task 4341 | n_decoded =    278, tg =  30.80 t/s, tg_3s =  24.65 t/s
66.03.990.683 I slot print_timing: id  0 | task 4341 | prompt eval time =     321.53 ms /   314 tokens (    1.02 ms per token,   976.59 tokens per second)
66.03.990.687 I slot print_timing: id  0 | task 4341 |        eval time =    9140.20 ms /   282 tokens (   32.41 ms per token,    30.85 tokens per second)
66.03.990.689 I slot print_timing: id  0 | task 4341 |       total time =    9461.72 ms /   596 tokens
66.03.990.690 I slot print_timing: id  0 | task 4341 |    graphs reused =       4364
66.03.990.758 I slot      release: id  0 | task 4341 | stop processing: n_tokens = 703, truncated = 0
66.04.014.891 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.169 (> 0.100 thold), f_keep = 0.154
66.04.074.928 I slot launch_slot_: id  0 | task 4628 | processing task, is_child = 0
66.05.246.064 I slot print_timing: id  3 | task 4471 | n_decoded =    178, tg =  27.73 t/s, tg_3s =  23.66 t/s
66.06.013.537 I slot print_timing: id  1 | task 4578 | n_decoded =    100, tg =  26.53 t/s, tg_3s =  26.53 t/s
66.07.083.614 I slot print_timing: id  2 | task 4618 | n_decoded =    100, tg =  30.35 t/s, tg_3s =  30.35 t/s
66.07.632.735 I slot print_timing: id  0 | task 4628 | n_decoded =    111, tg =  36.73 t/s, tg_3s =  36.73 t/s
66.08.266.773 I slot print_timing: id  3 | task 4471 | n_decoded =    288, tg =  30.51 t/s, tg_3s =  36.42 t/s
66.08.487.618 I slot print_timing: id  3 | task 4471 | prompt eval time =     330.77 ms /   315 tokens (    1.05 ms per token,   952.33 tokens per second)
66.08.487.623 I slot print_timing: id  3 | task 4471 |        eval time =    9659.62 ms /   296 tokens (   32.63 ms per token,    30.64 tokens per second)
66.08.487.624 I slot print_timing: id  3 | task 4471 |       total time =    9990.39 ms /   611 tokens
66.08.487.625 I slot print_timing: id  3 | task 4471 |    graphs reused =       4505
66.08.487.693 I slot      release: id  3 | task 4471 | stop processing: n_tokens = 956, truncated = 0
66.08.511.385 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.394 (> 0.100 thold), f_keep = 0.362
66.08.632.478 I slot launch_slot_: id  3 | task 4772 | processing task, is_child = 0
66.09.185.926 I slot print_timing: id  1 | task 4578 | n_decoded =    192, tg =  27.66 t/s, tg_3s =  29.00 t/s
66.10.100.380 I slot print_timing: id  2 | task 4618 | n_decoded =    186, tg =  29.47 t/s, tg_3s =  28.51 t/s
66.10.266.603 I slot print_timing: id  1 | task 4578 | prompt eval time =     388.04 ms /   370 tokens (    1.05 ms per token,   953.50 tokens per second)
66.10.266.608 I slot print_timing: id  1 | task 4578 |        eval time =    8021.99 ms /   231 tokens (   34.73 ms per token,    28.80 tokens per second)
66.10.266.610 I slot print_timing: id  1 | task 4578 |       total time =    8410.03 ms /   601 tokens
66.10.266.611 I slot print_timing: id  1 | task 4578 |    graphs reused =       4543
66.10.266.696 I slot      release: id  1 | task 4578 | stop processing: n_tokens = 605, truncated = 0
66.10.295.477 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.285 (> 0.100 thold), f_keep = 0.179
66.10.356.790 I slot launch_slot_: id  1 | task 4814 | processing task, is_child = 0
66.10.682.126 I slot print_timing: id  0 | task 4628 | n_decoded =    185, tg =  30.47 t/s, tg_3s =  24.27 t/s
66.11.384.188 I slot print_timing: id  2 | task 4618 | prompt eval time =     335.06 ms /   267 tokens (    1.25 ms per token,   796.86 tokens per second)
66.11.384.193 I slot print_timing: id  2 | task 4618 |        eval time =    7595.13 ms /   219 tokens (   34.68 ms per token,    28.83 tokens per second)
66.11.384.194 I slot print_timing: id  2 | task 4618 |       total time =    7930.20 ms /   486 tokens
66.11.384.195 I slot print_timing: id  2 | task 4618 |    graphs reused =       4567
66.11.384.263 I slot      release: id  2 | task 4618 | stop processing: n_tokens = 832, truncated = 0
66.11.412.685 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.560 (> 0.100 thold), f_keep = 0.416
66.11.493.784 I slot launch_slot_: id  2 | task 4842 | processing task, is_child = 0
66.12.689.422 I slot print_timing: id  3 | task 4772 | n_decoded =    100, tg =  28.55 t/s, tg_3s =  28.55 t/s
66.13.708.311 I slot print_timing: id  0 | task 4628 | n_decoded =    280, tg =  30.78 t/s, tg_3s =  31.39 t/s
66.13.818.253 I slot print_timing: id  1 | task 4814 | n_decoded =    100, tg =  31.89 t/s, tg_3s =  31.89 t/s
66.14.842.325 I slot print_timing: id  2 | task 4842 | n_decoded =    110, tg =  36.50 t/s, tg_3s =  36.50 t/s
66.15.702.580 I slot print_timing: id  3 | task 4772 | n_decoded =    209, tg =  32.08 t/s, tg_3s =  36.17 t/s
66.16.731.227 I slot print_timing: id  0 | task 4628 | n_decoded =    389, tg =  32.09 t/s, tg_3s =  36.06 t/s
66.16.843.110 I slot print_timing: id  1 | task 4814 | n_decoded =    209, tg =  33.93 t/s, tg_3s =  36.03 t/s
66.16.870.868 I slot print_timing: id  1 | task 4814 | prompt eval time =     325.74 ms /   271 tokens (    1.20 ms per token,   831.95 tokens per second)
66.16.870.872 I slot print_timing: id  1 | task 4814 |        eval time =    6188.32 ms /   210 tokens (   29.47 ms per token,    33.93 tokens per second)
66.16.870.874 I slot print_timing: id  1 | task 4814 |       total time =    6514.06 ms /   481 tokens
66.16.870.875 I slot print_timing: id  1 | task 4814 |    graphs reused =       4747
66.16.871.035 I slot      release: id  1 | task 4814 | stop processing: n_tokens = 588, truncated = 0
66.16.899.931 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.309 (> 0.100 thold), f_keep = 0.184
66.16.959.285 I slot launch_slot_: id  1 | task 5027 | processing task, is_child = 0
66.17.854.244 I slot print_timing: id  2 | task 4842 | n_decoded =    207, tg =  34.35 t/s, tg_3s =  32.21 t/s
66.18.606.897 I slot print_timing: id  2 | task 4842 | prompt eval time =     335.10 ms /   272 tokens (    1.23 ms per token,   811.71 tokens per second)
66.18.606.904 I slot print_timing: id  2 | task 4842 |        eval time =    6777.99 ms /   234 tokens (   28.97 ms per token,    34.52 tokens per second)
66.18.606.905 I slot print_timing: id  2 | task 4842 |       total time =    7113.09 ms /   506 tokens
66.18.606.906 I slot print_timing: id  2 | task 4842 |    graphs reused =       4795
66.18.607.062 I slot      release: id  2 | task 4842 | stop processing: n_tokens = 851, truncated = 0
66.18.635.893 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.587 (> 0.100 thold), f_keep = 0.407
66.18.753.504 I slot launch_slot_: id  2 | task 5079 | processing task, is_child = 0
66.19.034.714 I slot print_timing: id  3 | task 4772 | n_decoded =    304, tg =  30.87 t/s, tg_3s =  28.51 t/s
66.19.733.106 I slot print_timing: id  0 | task 4628 | n_decoded =    472, tg =  31.21 t/s, tg_3s =  27.65 t/s
66.20.011.259 I slot print_timing: id  0 | task 4628 | prompt eval time =     535.80 ms /   532 tokens (    1.01 ms per token,   992.91 tokens per second)
66.20.011.264 I slot print_timing: id  0 | task 4628 |        eval time =   15400.49 ms /   482 tokens (   31.95 ms per token,    31.30 tokens per second)
66.20.011.265 I slot print_timing: id  0 | task 4628 |       total time =   15936.29 ms /  1014 tokens
66.20.011.267 I slot print_timing: id  0 | task 4628 |    graphs reused =       4829
66.20.011.374 I slot      release: id  0 | task 4628 | stop processing: n_tokens = 1121, truncated = 0
66.20.036.017 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.304 (> 0.100 thold), f_keep = 0.096
66.20.142.724 I slot launch_slot_: id  0 | task 5117 | processing task, is_child = 0
66.20.723.606 I slot print_timing: id  1 | task 5027 | n_decoded =    100, tg =  28.64 t/s, tg_3s =  28.64 t/s
66.22.041.650 I slot print_timing: id  3 | task 4772 | n_decoded =    400, tg =  31.12 t/s, tg_3s =  31.93 t/s
66.22.125.176 I slot print_timing: id  2 | task 5079 | n_decoded =    100, tg =  32.35 t/s, tg_3s =  32.35 t/s
66.23.423.063 I slot print_timing: id  0 | task 5117 | n_decoded =    110, tg =  36.45 t/s, tg_3s =  36.45 t/s
66.23.423.306 I slot print_timing: id  1 | task 5027 | prompt eval time =     272.49 ms /   242 tokens (    1.13 ms per token,   888.11 tokens per second)
66.23.423.310 I slot print_timing: id  1 | task 5027 |        eval time =    6191.51 ms /   198 tokens (   31.27 ms per token,    31.98 tokens per second)
66.23.423.311 I slot print_timing: id  1 | task 5027 |       total time =    6464.00 ms /   440 tokens
66.23.423.312 I slot print_timing: id  1 | task 5027 |    graphs reused =       4937
66.23.423.380 I slot      release: id  1 | task 5027 | stop processing: n_tokens = 547, truncated = 0
66.23.451.981 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 1223646656606
66.23.564.060 I slot launch_slot_: id  1 | task 5229 | processing task, is_child = 0
66.25.043.275 I slot print_timing: id  3 | task 4772 | n_decoded =    495, tg =  31.22 t/s, tg_3s =  31.65 t/s
66.25.126.100 I slot print_timing: id  2 | task 5079 | n_decoded =    195, tg =  32.01 t/s, tg_3s =  31.66 t/s
66.25.683.824 I slot print_timing: id  2 | task 5079 | prompt eval time =     280.89 ms /   242 tokens (    1.16 ms per token,   861.55 tokens per second)
66.25.683.829 I slot print_timing: id  2 | task 5079 |        eval time =    6649.40 ms /   215 tokens (   30.93 ms per token,    32.33 tokens per second)
66.25.683.832 I slot print_timing: id  2 | task 5079 |       total time =    6930.29 ms /   457 tokens
66.25.683.849 I slot print_timing: id  2 | task 5079 |    graphs reused =       5002
66.25.683.932 I slot      release: id  2 | task 5079 | stop processing: n_tokens = 803, truncated = 0
66.25.712.688 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 1223648917158
66.25.781.356 I slot launch_slot_: id  2 | task 5298 | processing task, is_child = 0
66.26.424.278 I slot print_timing: id  0 | task 5117 | n_decoded =    183, tg =  30.41 t/s, tg_3s =  24.32 t/s
66.26.535.675 I slot print_timing: id  3 | task 4772 | prompt eval time =     554.13 ms /   530 tokens (    1.05 ms per token,   956.46 tokens per second)
66.26.535.680 I slot print_timing: id  3 | task 4772 |        eval time =   17349.05 ms /   527 tokens (   32.92 ms per token,    30.38 tokens per second)
66.26.535.681 I slot print_timing: id  3 | task 4772 |       total time =   17903.17 ms /  1057 tokens
66.26.535.682 I slot print_timing: id  3 | task 4772 |    graphs reused =       5008
66.26.535.785 I slot      release: id  3 | task 4772 | stop processing: n_tokens = 1405, truncated = 0
66.26.559.287 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.437 (> 0.100 thold), f_keep = 0.248
66.26.688.010 I slot launch_slot_: id  3 | task 5308 | processing task, is_child = 0
66.27.480.367 I slot print_timing: id  0 | task 5117 | prompt eval time =     262.89 ms /   247 tokens (    1.06 ms per token,   939.55 tokens per second)
66.27.480.372 I slot print_timing: id  0 | task 5117 |        eval time =    7074.72 ms /   201 tokens (   35.20 ms per token,    28.41 tokens per second)
66.27.480.376 I slot print_timing: id  0 | task 5117 |       total time =    7337.61 ms /   448 tokens
66.27.480.377 I slot print_timing: id  0 | task 5117 |    graphs reused =       5019
66.27.480.443 I slot      release: id  0 | task 5117 | stop processing: n_tokens = 555, truncated = 0
66.27.504.831 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.333 (> 0.100 thold), f_keep = 0.195
66.27.561.421 I slot launch_slot_: id  0 | task 5323 | processing task, is_child = 0
66.28.050.126 I slot print_timing: id  1 | task 5229 | n_decoded =    100, tg =  23.79 t/s, tg_3s =  23.79 t/s
66.29.917.503 I slot print_timing: id  2 | task 5298 | n_decoded =    100, tg =  27.94 t/s, tg_3s =  27.94 t/s
66.30.163.924 I slot print_timing: id  3 | task 5308 | n_decoded =    100, tg =  33.16 t/s, tg_3s =  33.16 t/s
66.30.822.627 I slot print_timing: id  0 | task 5323 | n_decoded =    110, tg =  36.64 t/s, tg_3s =  36.64 t/s
66.31.071.573 I slot print_timing: id  1 | task 5229 | n_decoded =    210, tg =  29.06 t/s, tg_3s =  36.41 t/s
66.31.621.928 I slot print_timing: id  1 | task 5229 | prompt eval time =     281.88 ms /   248 tokens (    1.14 ms per token,   879.79 tokens per second)
66.31.621.933 I slot print_timing: id  1 | task 5229 |        eval time =    7775.94 ms /   230 tokens (   33.81 ms per token,    29.58 tokens per second)
66.31.621.934 I slot print_timing: id  1 | task 5229 |       total time =    8057.83 ms /   478 tokens
66.31.621.935 I slot print_timing: id  1 | task 5229 |    graphs reused =       5157
66.31.622.035 I slot      release: id  1 | task 5229 | stop processing: n_tokens = 823, truncated = 0
66.31.650.622 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.615 (> 0.100 thold), f_keep = 0.420
66.31.778.702 I slot launch_slot_: id  1 | task 5464 | processing task, is_child = 0
66.32.939.561 I slot print_timing: id  2 | task 5298 | n_decoded =    196, tg =  29.69 t/s, tg_3s =  31.77 t/s
66.33.186.363 I slot print_timing: id  3 | task 5308 | n_decoded =    196, tg =  32.46 t/s, tg_3s =  31.76 t/s
66.33.241.050 I slot print_timing: id  0 | task 5323 | prompt eval time =     259.37 ms /   216 tokens (    1.20 ms per token,   832.80 tokens per second)
66.33.241.055 I slot print_timing: id  0 | task 5323 |        eval time =    5420.24 ms /   184 tokens (   29.46 ms per token,    33.95 tokens per second)
66.33.241.056 I slot print_timing: id  0 | task 5323 |       total time =    5679.60 ms /   400 tokens
66.33.241.057 I slot print_timing: id  0 | task 5323 |    graphs reused =       5199
66.33.241.120 I slot      release: id  0 | task 5323 | stop processing: n_tokens = 507, truncated = 0
66.33.265.621 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.309 (> 0.100 thold), f_keep = 0.213
66.33.311.690 I slot launch_slot_: id  0 | task 5510 | processing task, is_child = 0
66.35.066.674 I slot print_timing: id  1 | task 5464 | n_decoded =    100, tg =  33.18 t/s, tg_3s =  33.18 t/s
66.35.951.812 I slot print_timing: id  2 | task 5298 | n_decoded =    295, tg =  30.69 t/s, tg_3s =  32.87 t/s
66.36.202.079 I slot print_timing: id  3 | task 5308 | n_decoded =    295, tg =  32.58 t/s, tg_3s =  32.83 t/s
66.36.588.885 I slot print_timing: id  0 | task 5510 | n_decoded =    110, tg =  36.48 t/s, tg_3s =  36.48 t/s
66.37.088.503 I slot print_timing: id  1 | task 5464 | prompt eval time =     274.36 ms /   216 tokens (    1.27 ms per token,   787.29 tokens per second)
66.37.088.507 I slot print_timing: id  1 | task 5464 |        eval time =    5035.41 ms /   173 tokens (   29.11 ms per token,    34.36 tokens per second)
66.37.088.508 I slot print_timing: id  1 | task 5464 |       total time =    5309.77 ms /   389 tokens
66.37.088.510 I slot print_timing: id  1 | task 5464 |    graphs reused =       5325
66.37.088.578 I slot      release: id  1 | task 5464 | stop processing: n_tokens = 735, truncated = 0
66.37.117.176 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.587 (> 0.100 thold), f_keep = 0.471
66.37.185.730 I slot launch_slot_: id  1 | task 5640 | processing task, is_child = 0
66.37.523.680 I slot print_timing: id  2 | task 5298 | prompt eval time =     556.83 ms /   553 tokens (    1.01 ms per token,   993.11 tokens per second)
66.37.523.686 I slot print_timing: id  2 | task 5298 |        eval time =   11185.46 ms /   340 tokens (   32.90 ms per token,    30.40 tokens per second)
66.37.523.687 I slot print_timing: id  2 | task 5298 |       total time =   11742.30 ms /   893 tokens
66.37.523.688 I slot print_timing: id  2 | task 5298 |    graphs reused =       5326
66.37.523.796 I slot      release: id  2 | task 5298 | stop processing: n_tokens = 897, truncated = 0
66.37.552.388 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.252 (> 0.100 thold), f_keep = 0.123
66.37.638.344 I slot launch_slot_: id  2 | task 5645 | processing task, is_child = 0
66.39.209.155 I slot print_timing: id  3 | task 5308 | n_decoded =    376, tg =  31.17 t/s, tg_3s =  26.94 t/s
66.39.430.275 I slot print_timing: id  0 | task 5510 | prompt eval time =     261.95 ms /   242 tokens (    1.08 ms per token,   923.83 tokens per second)
66.39.430.279 I slot print_timing: id  0 | task 5510 |        eval time =    5856.61 ms /   185 tokens (   31.66 ms per token,    31.59 tokens per second)
66.39.430.281 I slot print_timing: id  0 | task 5510 |       total time =    6118.56 ms /   427 tokens
66.39.430.282 I slot print_timing: id  0 | task 5510 |    graphs reused =       5376
66.39.430.334 I slot      release: id  0 | task 5510 | stop processing: n_tokens = 534, truncated = 0
66.39.454.865 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1223662663560
66.39.572.598 I slot launch_slot_: id  0 | task 5699 | processing task, is_child = 0
66.41.121.884 I slot print_timing: id  1 | task 5640 | n_decoded =    100, tg =  27.35 t/s, tg_3s =  27.35 t/s
66.41.233.077 I slot print_timing: id  2 | task 5645 | n_decoded =    100, tg =  31.14 t/s, tg_3s =  31.14 t/s
66.41.344.650 I slot print_timing: id  3 | task 5308 | prompt eval time =     459.85 ms /   449 tokens (    1.02 ms per token,   976.40 tokens per second)
66.41.344.655 I slot print_timing: id  3 | task 5308 |        eval time =   14196.75 ms /   436 tokens (   32.56 ms per token,    30.71 tokens per second)
66.41.344.656 I slot print_timing: id  3 | task 5308 |       total time =   14656.60 ms /   885 tokens
66.41.344.658 I slot print_timing: id  3 | task 5308 |    graphs reused =       5426
66.41.345.030 I slot      release: id  3 | task 5308 | stop processing: n_tokens = 1232, truncated = 0
66.41.368.898 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 1223664578257
66.41.480.565 I slot launch_slot_: id  3 | task 5752 | processing task, is_child = 0
66.43.278.641 I slot print_timing: id  0 | task 5699 | n_decoded =    100, tg =  30.10 t/s, tg_3s =  30.10 t/s
66.44.133.403 I slot print_timing: id  1 | task 5640 | n_decoded =    188, tg =  28.20 t/s, tg_3s =  29.22 t/s
66.44.243.482 I slot print_timing: id  2 | task 5645 | n_decoded =    188, tg =  30.22 t/s, tg_3s =  29.23 t/s
66.44.989.475 I slot print_timing: id  3 | task 5752 | n_decoded =    110, tg =  36.60 t/s, tg_3s =  36.60 t/s
66.45.126.661 I slot print_timing: id  1 | task 5640 | prompt eval time =     280.12 ms /   243 tokens (    1.15 ms per token,   867.49 tokens per second)
66.45.126.666 I slot print_timing: id  1 | task 5640 |        eval time =    7660.79 ms /   224 tokens (   34.20 ms per token,    29.24 tokens per second)
66.45.126.667 I slot print_timing: id  1 | task 5640 |       total time =    7940.91 ms /   467 tokens
66.45.126.668 I slot print_timing: id  1 | task 5640 |    graphs reused =       5538
66.45.126.798 I slot      release: id  1 | task 5640 | stop processing: n_tokens = 812, truncated = 0
66.45.155.412 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.461 (> 0.100 thold), f_keep = 0.426
66.45.233.765 I slot launch_slot_: id  1 | task 5869 | processing task, is_child = 0
66.46.304.400 I slot print_timing: id  0 | task 5699 | n_decoded =    191, tg =  30.09 t/s, tg_3s =  30.08 t/s
66.46.635.520 I slot print_timing: id  2 | task 5645 | prompt eval time =     383.07 ms /   327 tokens (    1.17 ms per token,   853.62 tokens per second)
66.46.635.525 I slot print_timing: id  2 | task 5645 |        eval time =    8614.08 ms /   256 tokens (   33.65 ms per token,    29.72 tokens per second)
66.46.635.526 I slot print_timing: id  2 | task 5645 |       total time =    8997.15 ms /   583 tokens
66.46.635.529 I slot print_timing: id  2 | task 5645 |    graphs reused =       5571
66.46.635.640 I slot      release: id  2 | task 5645 | stop processing: n_tokens = 692, truncated = 0
66.46.664.195 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.224 (> 0.100 thold), f_keep = 0.156
66.46.732.100 I slot launch_slot_: id  2 | task 5906 | processing task, is_child = 0
66.48.014.473 I slot print_timing: id  3 | task 5752 | n_decoded =    185, tg =  30.68 t/s, tg_3s =  24.79 t/s
66.48.871.311 I slot print_timing: id  1 | task 5869 | n_decoded =    100, tg =  31.41 t/s, tg_3s =  31.41 t/s
66.49.314.278 I slot print_timing: id  0 | task 5699 | n_decoded =    284, tg =  30.35 t/s, tg_3s =  30.90 t/s
66.49.590.757 I slot print_timing: id  0 | task 5699 | prompt eval time =     383.24 ms /   327 tokens (    1.17 ms per token,   853.25 tokens per second)
66.49.590.761 I slot print_timing: id  0 | task 5699 |        eval time =    9634.89 ms /   294 tokens (   32.77 ms per token,    30.51 tokens per second)
66.49.590.763 I slot print_timing: id  0 | task 5699 |       total time =   10018.13 ms /   621 tokens
66.49.590.764 I slot print_timing: id  0 | task 5699 |    graphs reused =       5659
66.49.590.868 I slot      release: id  0 | task 5699 | stop processing: n_tokens = 969, truncated = 0
66.49.615.198 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.480 (> 0.100 thold), f_keep = 0.357
66.49.708.185 I slot launch_slot_: id  0 | task 5998 | processing task, is_child = 0
66.50.321.469 I slot print_timing: id  2 | task 5906 | n_decoded =    100, tg =  31.29 t/s, tg_3s =  31.29 t/s
66.51.039.162 I slot print_timing: id  3 | task 5752 | n_decoded =    278, tg =  30.70 t/s, tg_3s =  30.75 t/s
66.51.896.841 I slot print_timing: id  1 | task 5869 | n_decoded =    193, tg =  31.08 t/s, tg_3s =  30.74 t/s
66.52.951.648 I slot print_timing: id  3 | task 5752 | prompt eval time =     503.25 ms /   507 tokens (    0.99 ms per token,  1007.45 tokens per second)
66.52.951.656 I slot print_timing: id  3 | task 5752 |        eval time =   10967.81 ms /   347 tokens (   31.61 ms per token,    31.64 tokens per second)
66.52.951.657 I slot print_timing: id  3 | task 5752 |       total time =   11471.06 ms /   854 tokens
66.52.951.659 I slot print_timing: id  3 | task 5752 |    graphs reused =       5762
66.52.951.729 I slot      release: id  3 | task 5752 | stop processing: n_tokens = 858, truncated = 0
66.52.975.476 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.178 (> 0.100 thold), f_keep = 0.126
66.53.059.857 I slot launch_slot_: id  3 | task 6104 | processing task, is_child = 0
66.53.575.059 I slot print_timing: id  0 | task 5998 | n_decoded =    106, tg =  30.47 t/s, tg_3s =  30.47 t/s
66.53.575.748 I slot print_timing: id  2 | task 5906 | n_decoded =    197, tg =  30.54 t/s, tg_3s =  29.81 t/s
66.54.908.507 I slot print_timing: id  1 | task 5869 | n_decoded =    281, tg =  30.47 t/s, tg_3s =  29.22 t/s
66.56.576.028 I slot print_timing: id  0 | task 5998 | n_decoded =    214, tg =  33.03 t/s, tg_3s =  35.99 t/s
66.56.576.562 I slot print_timing: id  2 | task 5906 | n_decoded =    305, tg =  32.27 t/s, tg_3s =  35.99 t/s
66.56.576.850 I slot print_timing: id  3 | task 6104 | n_decoded =    109, tg =  36.32 t/s, tg_3s =  36.32 t/s
66.57.327.859 I slot print_timing: id  2 | task 5906 | prompt eval time =     392.96 ms /   374 tokens (    1.05 ms per token,   951.75 tokens per second)
66.57.327.864 I slot print_timing: id  2 | task 5906 |        eval time =   10202.77 ms /   332 tokens (   30.73 ms per token,    32.54 tokens per second)
66.57.327.865 I slot print_timing: id  2 | task 5906 |       total time =   10595.73 ms /   706 tokens
66.57.327.867 I slot print_timing: id  2 | task 5906 |    graphs reused =       5895
66.57.327.922 I slot      release: id  2 | task 5906 | stop processing: n_tokens = 813, truncated = 0
66.57.356.658 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 1223680561148
66.57.495.047 I slot launch_slot_: id  2 | task 6242 | processing task, is_child = 0
66.58.030.064 I slot print_timing: id  1 | task 5869 | n_decoded =    370, tg =  29.98 t/s, tg_3s =  28.51 t/s
66.58.401.927 I slot print_timing: id  1 | task 5869 | prompt eval time =     453.97 ms /   405 tokens (    1.12 ms per token,   892.13 tokens per second)
66.58.401.932 I slot print_timing: id  1 | task 5869 |        eval time =   12714.17 ms /   383 tokens (   33.20 ms per token,    30.12 tokens per second)
66.58.401.933 I slot print_timing: id  1 | task 5869 |       total time =   13168.14 ms /   788 tokens
66.58.401.935 I slot print_timing: id  1 | task 5869 |    graphs reused =       5907
66.58.402.108 I slot      release: id  1 | task 5869 | stop processing: n_tokens = 1133, truncated = 0
66.58.430.512 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 1223681635334
66.58.525.708 I slot launch_slot_: id  1 | task 6258 | processing task, is_child = 0
66.59.599.680 I slot print_timing: id  0 | task 5998 | n_decoded =    280, tg =  29.46 t/s, tg_3s =  21.83 t/s
66.59.600.418 I slot print_timing: id  3 | task 6104 | n_decoded =    175, tg =  29.05 t/s, tg_3s =  21.83 t/s
67.01.324.519 I slot print_timing: id  2 | task 6242 | n_decoded =    100, tg =  30.36 t/s, tg_3s =  30.36 t/s
67.01.992.871 I slot print_timing: id  1 | task 6258 | n_decoded =    109, tg =  36.17 t/s, tg_3s =  36.17 t/s
67.02.020.640 I slot print_timing: id  0 | task 5998 | prompt eval time =     388.00 ms /   375 tokens (    1.03 ms per token,   966.50 tokens per second)
67.02.020.644 I slot print_timing: id  0 | task 5998 |        eval time =   11924.43 ms /   367 tokens (   32.49 ms per token,    30.78 tokens per second)
67.02.020.645 I slot print_timing: id  0 | task 5998 |       total time =   12312.43 ms /   742 tokens
67.02.020.647 I slot print_timing: id  0 | task 5998 |    graphs reused =       6014
67.02.020.749 I slot      release: id  0 | task 5998 | stop processing: n_tokens = 1087, truncated = 0
67.02.045.237 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.521 (> 0.100 thold), f_keep = 0.318
